18.3333		0.333333	61	27	0	
18.6667		0.333333	64	39	0	
19		0.75	68	55	0	
19		0.333333	56	46	0	
19.3333		0.333333	61	28	0	
19.6667		0.333333	64	26	0	
19.75		0.25	68	48	0	
20		0.333333	56	43	0	
20		2.98958	68	55	0	
20		3.98958	48	28	0	
20		3.98958	44	32	0	
20		3.98958	36	40	0	
20.3333		0.333333	63	31	0	
20.6667		0.333333	66	33	0	
21		0.333333	56	32	0	
21.3333		0.333333	63	26	0	
21.6667		0.333333	66	27	0	
22		0.333333	56	27	0	
22.3333		0.333333	63	31	0	
22.6667		0.333333	66	33	0	
23		0.333333	56	32	0	
23		0.75	68	49	0	
23.3333		0.333333	63	32	0	
23.6667		0.333333	66	38	0	
23.75		0.25	68	52	0	
24		1.98958	68	61	0	
24		0.333333	56	54	0	
24		1.98958	49	34	0	
24		1.98958	37	37	0	
24.3333		0.333333	61	29	0	
24.6667		0.333333	64	30	0	
25		0.333333	56	23	0	
25.3333		0.333333	61	23	0	
25.6667		0.333333	64	32	0	
26		1.98958	42	28	0	
26		0.34375	57	38	0	
26		1.98958	69	54	0	
26		1.98958	30	33	0	
26.3333		0.333333	61	26	0	
26.6667		0.333333	66	32	0	
27		0.333333	57	26	0	
27.3333		0.333333	61	27	0	
27.6667		0.333333	66	33	0	
28		1.98958	35	37	0	
28		0.333333	56	25	0	
28		1.98958	47	24	0	
28		1.98958	68	51	0	
28.3333		0.333333	59	51	0	
28.6667		0.333333	64	40	0	
29		0.333333	56	25	0	
29.3333		0.333333	59	24	0	
29.6667		0.333333	64	34	0	
29.9896		0.427083	66	53	0	
30		1.98958	35	25	0	
30		0.333333	57	38	0	
30		1.98958	47	24	0	
30.3333		0.333333	59	29	0	
30.6667		0.333333	63	18	0	
30.9167		0.0729167	57	40	0	
31		0.989583	71	48	0	
31.3333		0.333333	59	34	0	
31.6667		0.333333	63	40	0	
32		3.98958	52	21	0	
32		0.333333	56	25	0	
32		3.98958	40	36	0	
32.3333		0.333333	59	35	0	
32.6667		0.322917	64	25	0	
32.6667		0.333333	64	25	0	
33		0.333333	56	22	0	
33.3333		0.333333	59	24	0	
33.6667		0.333333	64	30	0	
34		0.333333	56	25	0	
34.3333		0.333333	59	24	0	
34.6667		0.333333	64	36	0	
35		0.333333	56	27	0	
35.3333		0.333333	59	26	0	
35.6667		0.333333	64	28	0	
36		3.98958	40	36	0	
36		0.333333	55	36	0	
36		3.98958	52	33	0	
36.3333		0.333333	59	35	0	
36.6667		0.333333	64	30	0	
37		0.333333	55	34	0	
37.3333		0.333333	59	22	0	
37.6667		0.333333	64	27	0	
38		0.333333	55	29	0	
38.3333		0.333333	59	24	0	
38.6667		0.333333	64	25	0	
39		0.75	67	58	0	
39		0.333333	55	41	0	
39.3333		0.333333	59	33	0	
39.6667		0.333333	64	41	0	
39.75		0.25	67	37	0	
40		2.98958	67	48	0	
40		3.98958	38	25	0	
40		3.98958	50	19	0	
40		0.333333	55	26	0	
40.3333		0.333333	59	36	0	
40.6667		0.333333	65	41	0	
41		0.333333	55	25	0	
41.3333		0.333333	59	25	0	
41.6667		0.333333	65	30	0	
42		0.333333	55	26	0	
42.3333		0.333333	59	24	0	
42.6667		0.333333	65	34	0	
43		0.333333	55	34	0	
43		0.75	67	55	0	
43.3333		0.333333	59	35	0	
43.6667		0.333333	65	42	0	
43.75		0.25	67	56	0	
44		0.989583	36	32	0	
44		0.333333	55	40	0	
44		2.98958	67	53	0	
44		0.989583	48	40	0	
44.3333		0.333333	60	37	0	
44.6667		0.333333	64	36	0	
45		0.333333	55	40	0	
45		0.989583	47	40	0	
45		0.989583	35	46	0	
45.3333		0.333333	59	36	0	
45.6667		0.333333	64	29	0	
46		1.98958	46	38	0	
46		0.333333	55	52	0	
46		1.98958	34	37	0	
46.3333		0.333333	61	38	0	
46.6667		0.333333	64	36	0	
47		0.989583	66	60	0	
47		0.333333	54	47	0	
47.3333		0.333333	61	43	0	
47.6667		0.333333	64	36	0	
48		1.98958	35	34	0	
48		1.98958	66	43	0	
48		0.333333	54	32	0	
48		1.98958	47	40	0	
48.3333		0.333333	59	27	0	
48.6667		0.333333	62	25	0	
49		0.333333	54	30	0	
49.3333		0.333333	59	37	0	
49.6667		0.333333	62	33	0	
50		0.333333	55	48	0	
50		0.989583	40	43	0	
50		0.989583	67	58	0	
50.3333		0.333333	59	42	0	
50.6667		0.333333	61	47	0	
51		0.989583	64	54	0	
51		0.333333	43	44	0	
51		0.989583	52	47	0	
51.3333		0.333333	59	43	0	
51.6667		0.333333	61	54	0	
52		1.98958	66	54	0	
52		0.333333	54	39	0	
52		1.98958	42	34	0	
52.3333		0.333333	59	31	0	
52.6667		0.333333	62	37	0	
53		0.989583	54	30	0	
53.3333		0.333333	59	27	0	
53.6667		0.333333	62	37	0	
54		0.333333	54	31	0	
54		1.98958	30	34	0	
54		1.98958	42	34	0	
54		2.01042	66	48	0	
54.3333		0.333333	58	30	0	
54.6667		0.333333	61	37	0	
55		0.333333	54	27	0	
55.3333		0.333333	58	32	0	
55.6667		0.34375	61	30	0	
56		4.98958	47	40	0	
56		0.333333	59	30	0	
56		4.98958	35	42	0	
56.3333		0.333333	62	24	0	
56.6667		0.333333	66	31	0	
57		0.333333	59	48	0	
57.3333		0.333333	62	39	0	
57.6667		0.333333	66	40	0	
58		0.333333	59	46	0	
58.3333		0.333333	63	49	0	
58.6667		0.333333	66	49	0	
59		0.989583	71	66	0	
59		0.333333	59	56	0	
59.3333		0.333333	63	34	0	
59.6667		0.333333	66	40	0	
59.9167		0.40625	59	49	0	
60		2.98958	72	82	0	
60.3333		0.333333	64	52	0	
60.6667		0.333333	67	33	0	
61		0.78125	59	42	0	
61		0.989583	52	53	0	
61		0.989583	40	52	0	
61.3229		0.333333	64	40	0	
61.6667		0.333333	67	24	0	
62		0.989583	43	77	0	
62		0.989583	55	81	0	
62		0.333333	59	57	0	
62.3333		0.333333	64	41	0	
62.6667		0.333333	67	55	0	
63		0.989583	40	34	0	
63		0.989583	52	51	0	
63		0.989583	70	54	0	
63		0.333333	59	47	0	
63.3333		0.333333	64	31	0	
63.6667		0.333333	67	34	0	
64		4.33333	47	29	0	
64		2.98958	71	44	0	
64		0.333333	59	24	0	
64		4.33333	35	33	0	
64.3333		0.333333	63	32	0	
64.6667		0.333333	66	30	0	
65		0.333333	59	30	0	
65.3333		0.333333	63	25	0	
65.6667		0.333333	66	30	0	
66		0.333333	59	19	0	
66.3333		0.333333	63	34	0	
66.6667		0.333333	66	36	0	
67		0.989583	71	62	0	
67		0.333333	59	44	0	
67.3333		0.395833	63	34	0	
67.6667		0.1875	66	33	0	
67.9167		0.416667	59	34	0	
68		2.98958	72	76	0	
68.3333		0.333333	64	26	0	
68.6667		0.333333	67	28	0	
69		0.333333	59	37	0	
69		0.989583	40	48	0	
69		0.989583	52	46	0	
69.3333		0.333333	64	31	0	
69.6667		0.333333	67	36	0	
70		0.333333	59	62	0	
70		0.989583	43	68	0	
70		0.989583	55	74	0	
70.3333		0.333333	64	36	0	
70.6667		0.333333	67	39	0	
71		0.333333	59	47	0	
71		0.989583	52	47	0	
71		0.989583	70	58	0	
71		0.989583	40	34	0	
71.3333		0.333333	64	25	0	
71.6667		0.333333	67	22	0	
72		1.98958	35	53	0	
72		0.333333	59	33	0	
72		1.98958	47	31	0	
72		1.98958	71	47	0	
72.3333		0.333333	63	27	0	
72.6667		0.333333	66	27	0	
73		0.333333	59	28	0	
73.3333		0.333333	63	31	0	
73.6667		0.333333	66	34	0	
74		1.98958	71	41	0	
74		0.333333	59	28	0	
74		1.98958	32	32	0	
74		1.98958	44	36	0	
74.3333		0.333333	62	22	0	
74.6667		0.333333	65	33	0	
75		0.333333	59	29	0	
75.3333		0.333333	62	31	0	
75.6667		0.333333	65	32	0	
76		1.98958	71	45	0	
76		0.333333	59	31	0	
76		1.98958	41	34	0	
76		1.98958	29	39	0	
76.3333		0.333333	61	29	0	
76.6667		0.333333	68	32	0	
77		0.333333	59	25	0	
77.3333		0.333333	61	29	0	
77.6667		0.333333	68	25	0	
78		1.98958	42	38	0	
78		1.98958	69	60	0	
78		0.333333	57	26	0	
78		1.98958	30	28	0	
78.3333		0.333333	61	25	0	
78.6667		0.333333	66	31	0	
79		0.333333	57	36	0	
79.3333		0.333333	61	23	0	
79.6667		0.333333	66	38	0	
80		0.333333	55	48	0	
80		1.98958	47	51	0	
80		1.98958	35	38	0	
80		1.98958	67	67	0	
80.3333		0.333333	59	31	0	
80.6667		0.333333	62	42	0	
81		0.333333	55	48	0	
81.3333		0.333333	59	36	0	
81.6667		0.333333	62	58	0	
82		1.98958	66	62	0	
82		1.98958	36	36	0	
82		0.333333	54	37	0	
82		1.98958	48	49	0	
82.3333		0.333333	57	34	0	
82.6667		0.333333	63	55	0	
83		0.333333	54	26	0	
83.3333		0.333333	57	24	0	
83.6667		0.333333	63	37	0	
84		1.98958	37	29	0	
84		1.98958	61	32	0	
84		0.333333	49	28	0	
84.3333		0.333333	54	18	0	
84.6667		0.333333	57	36	0	
85		0.333333	49	34	0	
85.3333		0.333333	54	29	0	
85.6667		0.333333	57	38	0	
86		0.989583	37	37	0	
86		0.333333	49	25	0	
86		0.989583	61	46	0	
86.3333		0.333333	54	25	0	
86.6667		0.333333	56	30	0	
87		0.333333	37	29	0	
87		0.333333	49	23	0	
87		0.989583	61	34	0	
87.3333		0.333333	53	31	0	
87.6667		0.333333	56	40	0	
88		0.333333	54	36	0	
88		3.98958	30	39	0	
88		3.98958	37	23	0	
88		3.98958	42	26	0	
88.3333		0.333333	57	25	0	
88.6667		0.333333	61	40	0	
89		0.333333	57	49	0	
89.3333		0.333333	61	27	0	
89.6667		0.333333	66	39	0	
90		0.333333	61	46	0	
90.3333		0.333333	66	28	0	
90.6667		0.333333	69	39	0	
91		0.75	73	71	0	
91		0.333333	61	64	0	
91.3333		0.333333	66	32	0	
91.6667		0.333333	69	29	0	
91.75		0.25	73	54	0	
92		3.98958	49	27	0	
92		0.34375	61	34	0	
92		1.98958	73	61	0	
92		3.98958	41	29	0	
92		3.98958	53	34	0	
92.3333		0.333333	68	35	0	
92.6667		0.333333	71	37	0	
93		0.333333	61	35	0	
93.3333		0.333333	68	26	0	
93.6667		0.333333	71	31	0	
94		0.333333	61	34	0	
94.3333		0.333333	68	32	0	
94.6667		0.333333	71	24	0	
95		0.75	73	57	0	
95		0.333333	61	32	0	
95.3333		0.333333	68	31	0	
95.6667		0.333333	71	34	0	
95.75		0.25	73	46	0	
96		1.98958	73	61	0	
96		1.98958	42	31	0	
96		0.333333	61	31	0	
96		1.98958	54	22	0	
96.3333		0.333333	66	34	0	
96.6667		0.333333	69	40	0	
97		0.989583	61	46	0	
97.3333		0.333333	66	32	0	
97.6667		0.333333	69	34	0	
98		0.989583	72	68	0	
98		0.989583	39	56	0	
98		0.989583	51	51	0	
98		0.333333	60	63	0	
98.3333		0.333333	66	33	0	
98.6667		0.333333	69	40	0	
99		0.989583	49	62	0	
99		0.333333	61	69	0	
99		0.989583	73	81	0	
99		0.989583	37	50	0	
99.3333		0.333333	66	37	0	
99.6667		0.333333	69	37	0	
100		2.98958	48	51	0	
100		0.333333	63	64	0	
100		2.98958	44	45	0	
100		2.98958	36	51	0	
100		2.98958	75	78	0	
100.333		0.333333	66	35	0	
100.667		0.333333	68	36	0	
101		0.333333	63	52	0	
101.333		0.333333	66	25	0	
101.667		0.333333	68	46	0	
102		0.333333	63	43	0	
102.333		0.333333	66	33	0	
102.667		0.333333	68	34	0	
103		0.989583	44	37	0	
103		0.989583	75	71	0	
103		0.989583	48	56	0	
103		0.333333	63	69	0	
103		0.989583	36	57	0	
103.333		0.333333	66	34	0	
103.667		0.333333	68	36	0	
104		2.98958	76	71	0	
104		0.333333	64	56	0	
104		1.98958	37	28	0	
104		1.98958	44	46	0	
104		1.98958	49	43	0	
104.333		0.333333	68	36	0	
104.667		0.333333	73	37	0	
105		0.333333	64	30	0	
105.333		0.333333	68	25	0	
105.667		0.333333	73	32	0	
106		0.989583	30	33	0	
106		0.333333	63	45	0	
106		0.989583	75	56	0	
106		0.989583	42	27	0	
106.333		0.333333	66	44	0	
106.667		0.333333	69	46	0	
107		0.333333	61	38	0	
107		0.989583	73	71	0	
107		0.989583	43	46	0	
107		0.989583	31	34	0	
107.333		0.333333	64	56	0	
107.667		0.333333	70	51	0	
108		3.98958	44	27	0	
108		0.989583	72	41	0	
108		3.98958	32	38	0	
108.333		0.333333	60	24	0	
108.667		0.333333	63	33	0	
109		0.989583	68	58	0	
109.333		0.333333	60	33	0	
109.667		0.333333	63	47	0	
110		0.989583	69	66	0	
110.323		0.333333	60	29	0	
110.667		0.333333	63	31	0	
111		0.989583	66	43	0	
111.323		0.333333	60	29	0	
111.667		0.333333	63	37	0	
112		3.98958	44	32	0	
112		3.98958	32	39	0	
112.333		0.333333	48	42	0	
112.667		0.333333	51	38	0	
113		0.989583	56	65	0	
113.333		0.333333	48	46	0	
113.667		0.333333	51	56	0	
114		0.989583	57	74	0	
114.323		0.333333	48	58	0	
114.667		0.333333	51	43	0	
115		0.989583	54	50	0	
115.333		0.333333	48	48	0	
115.667		0.333333	51	35	0	
116		3.98958	32	39	0	
116		0.333333	52	54	0	
116		3.98958	44	37	0	
116.333		0.333333	64	40	0	
116.656		0.333333	68	27	0	
117		0.989583	73	64	0	
117.333		0.333333	64	31	0	
117.667		0.333333	68	27	0	
118		0.989583	76	70	0	
118.333		0.333333	64	25	0	
118.667		0.333333	68	29	0	
119		0.989583	73	51	0	
119.323		0.333333	64	28	0	
119.667		0.333333	68	30	0	
120		3.98958	32	42	0	
120		3.98958	44	38	0	
120.333		0.333333	52	34	0	
120.667		0.333333	56	30	0	
121		0.989583	61	59	0	
121.333		0.333333	52	44	0	
121.667		0.333333	56	58	0	
122		0.989583	64	68	0	
122.333		0.333333	52	37	0	
122.667		0.333333	56	39	0	
123		0.989583	61	47	0	
123.333		0.333333	52	29	0	
123.667		0.333333	56	32	0	
124		3.98958	32	29	0	
124		3.98958	44	25	0	
124		0.333333	51	45	0	
124.333		0.333333	57	31	0	
124.667		0.333333	54	49	0	
125		0.333333	60	51	0	
125.333		0.333333	57	44	0	
125.667		0.333333	63	58	0	
126		0.333333	60	57	0	
126.333		0.333333	66	50	0	
126.667		0.333333	63	48	0	
127		0.333333	69	56	0	
127.333		0.333333	66	50	0	
127.667		0.333333	72	57	0	
128		0.333333	52	48	0	
128		3.98958	32	36	0	
128		3.98958	44	33	0	
128.333		0.333333	61	34	0	
128.667		0.333333	56	40	0	
129		0.333333	64	56	0	
129.333		0.333333	61	39	0	
129.667		0.333333	68	62	0	
130		0.333333	64	46	0	
130.333		0.333333	73	63	0	
130.667		0.333333	68	46	0	
131		0.333333	76	57	0	
131.333		0.333333	73	26	0	
131.667		0.333333	68	33	0	
132		0.333333	61	45	0	
132		3.98958	44	27	0	
132		3.98958	32	40	0	
132.333		0.333333	67	52	0	
132.667		0.333333	64	53	0	
133		0.333333	70	56	0	
133.333		0.333333	67	35	0	
133.667		0.333333	73	56	0	
134		0.333333	70	44	0	
134.333		0.333333	76	66	0	
134.667		0.333333	73	42	0	
135		0.333333	79	63	0	
135.333		0.333333	76	40	0	
135.667		0.333333	82	33	0	
136		11.9896	32	32	0	
136		0.333333	66	29	0	
136		11.9896	44	34	0	
136.333		0.333333	72	41	0	
136.667		0.333333	69	45	0	
137		0.333333	75	54	0	
137.333		0.333333	72	33	0	
137.667		0.333333	78	48	0	
138		0.333333	75	48	0	
138.333		0.333333	81	43	0	
138.667		0.333333	78	45	0	
139		0.333333	84	68	0	
139.333		0.333333	81	40	0	
139.667		0.333333	87	48	0	
140		0.333333	84	57	0	
140.333		0.333333	78	32	0	
140.667		0.333333	81	28	0	
141		0.333333	75	47	0	
141.333		0.333333	78	39	0	
141.667		0.333333	72	36	0	
142		0.333333	75	55	0	
142.333		0.333333	69	34	0	
142.667		0.333333	72	33	0	
143		0.333333	66	44	0	
143.333		0.333333	69	26	0	
143.667		0.333333	63	31	0	
144		0.333333	66	49	0	
144.333		0.333333	60	39	0	
144.667		0.333333	63	25	0	
145		0.333333	57	48	0	
145.333		0.333333	60	33	0	
145.667		0.333333	54	43	0	
146		0.333333	57	30	0	
146.333		0.666667	51	69	0	
146.667		0.333333	54	46	0	
147		0.666667	49	61	0	
147.333		0.333333	54	40	0	
147.667		0.333333	57	35	0	
148		1.98958	48	44	0	
148		3.98958	44	32	0	
148		3.98958	32	35	0	
148.333		0.333333	54	35	0	
148.667		0.333333	56	44	0	
149		0.333333	57	62	0	
149.333		0.333333	56	38	0	
149.667		0.333333	54	48	0	
150		0.989583	51	71	0	
150.333		0.333333	54	38	0	
150.667		0.333333	57	40	0	
151		0.989583	49	68	0	
151.333		0.333333	54	36	0	
151.667		0.333333	57	32	0	
152		3.98958	32	37	0	
152		1.98958	48	52	0	
152		3.98958	44	32	0	
152.333		0.333333	54	34	0	
152.667		0.333333	56	63	0	
153		0.333333	57	82	0	
153.333		0.333333	56	56	0	
153.667		0.333333	54	53	0	
154		0.989583	50	72	0	
154.333		0.333333	54	45	0	
154.667		0.333333	57	36	0	
155		0.989583	49	64	0	
155.333		0.333333	54	39	0	
155.667		0.333333	57	41	0	
156		1.98958	48	57	0	
156		1.98958	32	39	0	
156		1.98958	44	31	0	
156.333		0.333333	54	25	0	
156.667		0.333333	56	53	0	
157		0.333333	57	54	0	
157.333		0.333333	56	46	0	
157.667		0.333333	54	50	0	
158		1.98958	45	38	0	
158		0.989583	49	37	0	
158		1.98958	33	38	0	
158.333		0.333333	52	24	0	
158.667		0.333333	61	44	0	
159		0.333333	49	32	0	
159.333		0.333333	52	34	0	
159.667		0.333333	61	37	0	
160		1.98958	30	25	0	
160		1.98958	42	27	0	
160		0.333333	51	40	0	
160.333		0.333333	57	36	0	
160.667		0.333333	61	43	0	
161		0.333333	51	43	0	
161.323		0.333333	57	28	0	
161.667		0.333333	61	25	0	
162		0.333333	51	45	0	
162		1.98958	32	33	0	
162		1.98958	44	33	0	
162.333		0.333333	56	45	0	
162.667		0.333333	60	34	0	
163		0.333333	51	34	0	
163.333		0.333333	54	38	0	
163.667		0.333333	60	33	0	
164		3.98958	37	35	0	
164		3.98958	44	37	0	
164		0.333333	52	45	0	
164		3.98958	49	34	0	
164.333		0.333333	56	27	0	
164.667		0.333333	61	25	0	
165		0.333333	56	45	0	
165.333		0.333333	61	33	0	
165.667		0.333333	64	26	0	
166		0.333333	56	30	0	
166.333		0.333333	61	32	0	
166.667		0.333333	64	27	0	
167		0.333333	56	25	0	
167.333		0.333333	61	29	0	
167.667		0.333333	64	27	0	
167.74		0.0104167	68	60	0	
167.74		0.25	68	60	0	
168		3.98958	48	24	0	
168		0.333333	56	46	0	
168		2.98958	68	58	0	
168		3.98958	36	26	0	
168		3.98958	44	20	0	
168.333		0.333333	63	35	0	
168.667		0.333333	66	35	0	
169		0.333333	56	27	0	
169.333		0.333333	63	23	0	
169.667		0.333333	66	30	0	
170		0.333333	56	25	0	
170.333		0.333333	63	17	0	
170.667		0.333333	66	40	0	
171		0.333333	56	40	0	
171		0.75	68	53	0	
171.333		0.333333	63	32	0	
171.667		0.333333	66	38	0	
171.75		0.25	68	49	0	
172		1.98958	68	54	0	
172		0.333333	56	27	0	
172		1.98958	37	20	0	
172		1.98958	49	25	0	
172.333		0.333333	61	30	0	
172.667		0.333333	64	37	0	
173		0.333333	56	46	0	
173.333		0.333333	61	26	0	
173.667		0.333333	64	46	0	
174		1.98958	42	30	0	
174		0.333333	57	39	0	
174		1.98958	30	35	0	
174		1.98958	69	59	0	
174.333		0.333333	61	37	0	
174.667		0.333333	66	35	0	
175		0.333333	57	31	0	
175.333		0.333333	61	29	0	
175.667		0.333333	66	33	0	
176		1.98958	47	35	0	
176		0.333333	56	31	0	
176		1.98958	68	54	0	
176		1.98958	35	37	0	
176.333		0.333333	59	42	0	
176.667		0.333333	64	44	0	
177		0.333333	56	34	0	
177.333		0.333333	59	38	0	
177.667		0.333333	64	38	0	
178		0.989583	66	61	0	
178		1.98958	47	22	0	
178		0.333333	57	48	0	
178		1.98958	35	35	0	
178.333		0.333333	59	32	0	
178.667		0.333333	63	30	0	
178.927		0.40625	57	35	0	
179		0.989583	71	56	0	
179.333		0.333333	59	26	0	
179.667		0.333333	63	50	0	
180		3.98958	52	32	0	
180		0.333333	56	20	0	
180		0.666667	64	40	0	
180		3.98958	40	41	0	
180.333		0.333333	59	52	0	
180.667		0.333333	64	42	0	
181		0.333333	59	52	0	
181.333		0.333333	64	35	0	
181.667		0.333333	68	35	0	
182		0.333333	59	52	0	
182.333		0.333333	64	32	0	
182.667		0.333333	68	32	0	
183		0.75	71	63	0	
183		0.333333	59	53	0	
183.333		0.333333	64	34	0	
183.667		0.333333	68	39	0	
183.75		0.25	71	36	0	
184		2.98958	71	57	0	
184		3.98958	51	40	0	
184		3.98958	39	33	0	
184		0.333333	59	40	0	
184.333		0.333333	66	27	0	
184.667		0.333333	69	21	0	
185		0.333333	59	42	0	
185.333		0.333333	66	22	0	
185.667		0.333333	69	26	0	
186		0.333333	59	33	0	
186.333		0.333333	66	25	0	
186.667		0.333333	69	32	0	
187		0.75	71	68	0	
187		0.333333	59	44	0	
187.333		0.333333	66	28	0	
187.667		0.333333	69	33	0	
187.75		0.25	71	49	0	
188		1.98958	40	42	0	
188		0.333333	59	39	0	
188		1.98958	52	36	0	
188		1.98958	71	56	0	
188.323		0.333333	64	34	0	
188.667		0.333333	68	36	0	
189		0.333333	59	47	0	
189.323		0.333333	64	40	0	
189.667		0.333333	68	27	0	
190		0.989583	39	58	0	
190		0.989583	72	75	0	
190		0.989583	51	57	0	
190		0.333333	60	70	0	
190.333		0.333333	66	33	0	
190.667		0.333333	68	51	0	
191		0.989583	73	78	0	
191		0.989583	37	57	0	
191		0.34375	61	49	0	
191		0.989583	49	65	0	
191.333		0.333333	64	52	0	
191.667		0.333333	68	55	0	
192		0.333333	63	65	0	
192		1.98958	36	51	0	
192		1.98958	44	40	0	
192		1.98958	75	78	0	
192		1.98958	48	60	0	
192.333		0.333333	66	42	0	
192.667		0.333333	68	42	0	
193		0.333333	63	49	0	
193.333		0.333333	66	39	0	
193.667		0.333333	68	46	0	
194		0.989583	49	36	0	
194		0.333333	64	59	0	
194		0.989583	44	43	0	
194		0.989583	37	38	0	
194		1.98958	76	80	0	
194.333		0.333333	68	34	0	
194.667		0.333333	73	36	0	
195		0.333333	64	36	0	
195.333		0.333333	68	27	0	
195.667		0.333333	73	31	0	
196		0.333333	62	37	0	
196		1.98958	42	17	0	
196		1.98958	30	34	0	
196		1.98958	74	54	0	
196.333		0.333333	66	18	0	
196.667		0.333333	69	19	0	
197		0.333333	62	29	0	
197.333		0.333333	66	36	0	
197.667		0.333333	69	25	0	
198		1.98958	44	30	0	
198		1.98958	72	49	0	
198		1.98958	32	26	0	
198		0.333333	60	32	0	
198.333		0.333333	66	25	0	
198.667		0.333333	68	30	0	
199		0.333333	60	33	0	
199.333		0.333333	66	26	0	
199.667		0.333333	68	34	0	
200		4.98958	37	29	0	
200		0.333333	61	33	0	
200		4.98958	49	25	0	
200		2.98958	73	58	0	
200.333		0.333333	64	28	0	
200.667		0.333333	68	29	0	
201		0.333333	61	28	0	
201.333		0.333333	64	32	0	
201.667		0.333333	68	31	0	
202		0.333333	61	31	0	
202.333		0.333333	65	25	0	
202.667		0.333333	68	34	0	
203		0.333333	61	45	0	
203		0.989583	73	71	0	
203.333		0.333333	65	28	0	
203.667		0.333333	68	43	0	
203.917		0.40625	61	38	0	
204		2.98958	74	64	0	
204.333		0.333333	66	39	0	
204.667		0.333333	69	31	0	
205		0.989583	42	49	0	
205		0.989583	54	48	0	
205		0.333333	61	49	0	
205.333		0.333333	66	42	0	
205.667		0.333333	69	25	0	
206		0.989583	45	79	0	
206		0.333333	61	57	0	
206		0.989583	57	70	0	
206.333		0.333333	66	28	0	
206.667		0.333333	69	41	0	
207		0.989583	72	60	0	
207		0.333333	61	44	0	
207		0.989583	42	31	0	
207		0.989583	54	31	0	
207.333		0.333333	66	29	0	
207.667		0.333333	69	35	0	
208		4.98958	37	27	0	
208		0.333333	61	33	0	
208		4.98958	49	34	0	
208		2.98958	73	46	0	
208.333		0.333333	65	27	0	
208.667		0.333333	68	34	0	
209		0.333333	61	30	0	
209.333		0.333333	65	27	0	
209.667		0.333333	68	35	0	
210		0.333333	61	30	0	
210.333		0.333333	65	26	0	
210.667		0.333333	68	37	0	
211		0.989583	73	65	0	
211		0.333333	61	49	0	
211.333		0.333333	65	34	0	
211.667		0.333333	68	37	0	
211.917		0.40625	61	44	0	
212		2.98958	74	88	0	
212.333		0.333333	66	38	0	
212.667		0.333333	69	26	0	
213		0.989583	54	44	0	
213		0.333333	61	45	0	
213		0.989583	42	50	0	
213.333		0.333333	66	23	0	
213.667		0.333333	69	36	0	
214		0.989583	57	60	0	
214		0.333333	61	59	0	
214		0.989583	45	72	0	
214.333		0.333333	66	35	0	
214.667		0.333333	69	46	0	
215		0.333333	61	36	0	
215		0.989583	42	39	0	
215		0.989583	54	30	0	
215		0.989583	72	58	0	
215.333		0.333333	66	31	0	
215.667		0.333333	69	33	0	
216		0.333333	61	31	0	
216		1.98958	73	46	0	
216		1.98958	49	25	0	
216		1.98958	37	35	0	
216.333		0.333333	65	31	0	
216.667		0.333333	68	27	0	
217		0.333333	61	34	0	
217.333		0.333333	65	26	0	
217.667		0.333333	68	37	0	
218		1.98958	42	26	0	
218		0.333333	61	18	0	
218		1.98958	30	28	0	
218		1.98958	73	57	0	
